"
rbr  has done memory management in 70 videos ....and varun sir has done complete os in 89 videos how it is possible...plz somebody reply who watched this playlist completely.
"
"
Bikh kyu mang raha hai
"
"
Anyone who is watching this in high school just to write a custom rom for a 6502 computer you are trying to build or is it just me? Im planning to build my own 6502 based computer with vga video output with a resolution of 200×150px (5k ram usage and 64 colours). So i wanted some idea of minimum requirements. Btw i got the keyboard input functionality working.
"
"
aag laga diya aag laga diya bahi
"
"
I am here before 15 min of oral exam of os
"
"
Thankx very much sir for this series
"
"
""Sir,can i use your videos for prepration of gate ?""
"
"
Suruvat me 90% market acquire kiya tha windows ne ab 78% market acquire kiya hai
"
"
Abhi windows ne sirf 78% market he acquired kiya hai
"
"
Sir mobile me to operating system kam krte haina cpu computer me krta hai but mobile me kya krta hai
"
"
sir notes available hoge kya ? sabhi subjects ke
"
"
""Sir, can you make videos on lectures of OOP-1(JAVA)...??""
"
"
Tomorrow is my exam. ...
"
"
I’m watching this vid from South Korea for my midterm!
"
"
sir make videos on internet programming and c++ too
"
"
What a Explanation sir❤️❤️👍
"
"
""Sir ye functionalities ko services bhi kehte hai

Ya services of operating system alag topic hai""
"
"
New semester start and am here with new course 😋
"
"
tq so muchh
"
"
what books should we follow?
"
"
are bete moj krdi tum toh bade heavy driver ho
"
"
""Sir is there any course available for kvs, dsssb aspirants ( computer science )""
"
"
ratte mar kar mat padaho
"
"
Sir app to kamal ki teaching kar rahy h
"
"
Tysm ❤️
"
"
Your nyc session sir
"
"
Sir are you from haryana...your voice is asome...it made me understand everything
"
"
just thanku.
"
"
1 no. Video sir ji
"
"
""i am seeing this video cuz there is my viva half an hour later

🙄good video mam se jyada hi samajh aa gaya vaise""
"
"
It helped me to learn this entire topic just a night before exams
"
"
who is here from Nidi sec. F ?
"
"
""ㅤ👁️ 👁️ 
 🤛 👃🤜
       👄""
"
"
sir plllz provide notes
"
"
Tq
"
"
👍👍👍
"
"
👍👍👍👍👍👍👍👍👍
"
"
sir  bca  2nd year ka class  hota hai sir
"
"
Sir tola wazht kesat
"
"
Thanku so much sir
"
"
Good.sir
"
"
Sab  samajh  aa  gaya
"
"
Kaash ap hamare institution mei hote..
"
"
Anyone here from MLZS👍
"
"
Sir aap bsc vala ko bi  padhata ho
"
"
Sir aap bsc vala ko bi padata ho
"
"
ありがとうございました
"
"
🙏🙏🙏
"
"
""B.C.A  Dos and Windows

 Operating Systems""
"
"
""Ek baar hamare channel per bhi jaaye......
All computer science material.....""
"
"
""Bahut achha explain kiya sir apne ..
Thumbs up 👍""
"
"
Is windows is an paid operating system??
"
"
Sir we need a dsa playlist from you.
"
"
For study
"
"
Tq sir
"
"
Wa
"
"
""0:29, 4:43, 6:02, 7:53,8:30,9:36, 10:56, 12:09, 14:01""
"
"
Sir utilities of os and functions of os are same??
"
"
thnku so mch sir
"
"
Bhut hi behtareen study kraye sir aap
"
"
Sir from u I got 97 %
"
"
sir ab ye video jb dale ho tb apke subscriber kitne thee
"
"
Tq sir
"
"
Sir is this for BCA??
"
"
Hats off sir 🙌
"
"
Can someone tell me whether I should watch this playlist or Knowledge gate's? I am a beginner trying to do placement prep quickly.
"
"
What is convenience
"
"
bhai video beganners ka liya bahiya
"
"
""Sir jb  .c file ,  .obj file me convert hoti h to wo b os hi manage krta h kya ?""
"
"
I am your new subscriber
"
"
""Mind-blowing sir. 
Aapke samjhne ka tareka bahot acha haii""
"
"
""Earlier apple named its operating system as """"OS X"""" but changed it to """"macOS"""" in 2016""
"
"
Kya subscribe kare theek video Teri aur video to mujhe pagal banaa degi
"
"
Mujhse kuchh nhi smjh aaya
"
"
I don't understand
"
"
This sir because of your explanation i got 98/100
"
"
How to observe operating system
"
"
Ur videos really helped me at lot
"
"
Shubham kumar from chhapra bihar
"
"
""It's not naughtyfication,, it's notifications""
"
"
Bachelor of corporate secretaryship
"
"
Sir kya Ap BCS ka class lete ho
"
"
""Sir ..hmare rajasthan me computer teacher vacancies aane wali h.
Plzz aap language v krva do .
C c++and java.... sir thnqq so muchh..""
"
"
""@Gate Smashers, is there any email id I can ask you some questions?""
"
"
""Hello sir,  Me gujrat technical university me diploma kar raha hu compouter .eng  me iss locldown ki vajese online classis me teachers jo padhate he vo samaj me nahi ata to kya aap kuch asa kr sakate ho jo com . Eng diploma wale student ko aasani ho study me""
"
"
What re prerequisites requires to study and understand operating system ?
"
"
U can actuall improove ur tching by using ppt (just an idea )👍👍👍👍👍👍👍👍👍👍
"
"
BHAI ACCHA NAHI SAMAJH NAHI AA RAHA
"
"
Tarun
"
"
#OP TEACHING.....
"
"
Sir sahi hai pura hindi main hi padha diya
"
"
Is this a complete operating system playlist for gate preparation
"
"
Thanku sir for this guidelines
"
"
Thnku sir
"
"
Congrulation on 300k sir
"
"
ⓢⓐⓑⓘⓡⓑⓞⓢⓢ
"
"
ⓢⓐⓑⓘⓡⓑⓞⓢⓢ
"
"
ⓢⓐⓑⓘⓡⓑⓞⓢⓢ
"
"
ⓢⓐⓑⓘⓡⓑⓞⓢⓢ
"
"
ⓢⓐⓑⓘⓡⓑⓞⓢⓢ
"
"
ⓢⓐⓑⓘⓡⓑⓞⓢⓢ
"
"
༄ᶦᶰᵈ᭄✿sabir࿐
"
"
ⓢⓐⓑⓘⓡⓑⓞⓢⓢ
"
"
Padana nahi aata
"
"
Teaching method 👍
"
"
#AkshajPranav
"
"
Mst sir
"
"
Why used operating system
"
"
Taks
"
"
Ho
"
"
Nic vedio
"
"
dev pathak
"
"
Are u from punjab sir???
"
"
""Bekar hai yaar issai acha toh aryan Shukla and atrey Shukla bhai padhati tai hai
Go and subscribe their channel and follow them on insta
atrey.Shukla
Aryan.shukla""
"
"
server users ko HARDWARE kaise provide karta hain...samajh nahi aya (8:40)
"
"
Anwar Ul haq
"
"
Kaya kar raho
"
"
Hiii
"
"
Sir my teacher say that rom permanant memory
"
"
where is gui and cui
"
"
gui and cui were  the difference
"
"
Thanku sir
"
"
sir kya ye main dsssb tgt k liye b kr sakti hu?
"
"
Sir ji samajh nahi aaya.
"
"
Mental ensansurda
"
"
U hi gd nt designed thorn full profile store fix S total isopropyl helix
"
"
Sir....kya aap multimedia & animation ki video nhi dale hai kya....
"
"
I'm 8th standard student
"
"
I always see your videos
"
"
Hello sir i m starting with 0 and i m  preparing DSSSB tgt computer science these video is sufficient for this exam plzzz rly sir
"
"
Process kya hota hai sir?
"
"
OS of mac is macos not macintosh
"
"
Sir dsssb pgt k liye har topic se related imp question's b kara do plzzz
"
"
""sir, I need NTA NET computer science material""
"
"
Os operating system ? Why all details
"
"
""Hi sir,
Which book to prefer for preparing for NET""
"
"
To whom i call father of teaching.
"
"
Mera exam aane Wala hai aur ham bahut kam hi tayari kiye hai to kya kare abhi
"
"
Nc sir crsho
"
"
Sir what are the  mejor requirement of operating system
"
"
Do u provide notes of your lectures?
"
"
Sir os is the only software??
"
"
Hi sir! Notes available hain OS ke?
"
"
Multiprgramming or multiprocessing m difference h
"
"
wonderfull sir
"
"
sir if I study only your videos for gate then it will be enough for os   or I have to go through all the topics by book also??
"
"
sir you can say a word ( kerna)l whtat is this????
"
"
Subscribe kr diya sir
"
"
Cha gaye guru
"
"
speak slowly
"
"
magia teacher
"
"
Sir aap es chapter me main que bta sakte hai for b.com 1st year exam ke liye
"
"
You did not upload memory management and storage management videos
"
"
sir ka channel subscribe kr do kaafi badhiyaa badhaate hai🙏🙏🙏
"
"
Do you have any more u tube recorded on this or other related subject
"
"
Txx Bro 👍
"
"
anyone from Chandigarh University ?
"
"
High level of teaching as per students wants
"
"
Bhayya aap bahut se video me kehte ho 'maine ye already pdha rakha h' to konse video me pdhaya h ye bhi bata do because I haven't seen all of your videos.
"
"
why class teacher  not teach as you in detail
"
"
Bro you are *unnecessarily*making the video long
"
"
Sir bca sem 1 ki preparation kara do 15 days ki...plz...
"
"
Sir theri send kro na
"
"
Diploma computer sciences ka videos o.s ka
"
"
""Sir aap bahut acche se explain kartey ho 
Mujhe Operating system ke all types samajhna he isske liye koi Video he kya""
"
"
Watch my video at carry boss channel
"
"
Thankuyou sir
"
"
So muny
"
